name	verified_gender	title	honorific_prefix	given_name	family_name	title_in_lords	link	life_span	birth	death	constituency	service_span	commons_service_beginning	commons_service_ending	lords_service_beginning	lords_service_ending	entire_service_beginning	entire_service_ending	house	commons_service_span
O'Flaherty, Anthony (Mr)	m	Mr	Mr	Anthony	O'Flaherty	unknown	mr-anthony-oflaherty	1800 - 1866	1800	1866	['Galway']	[' July 29, 1847 - February 10, 1859']	1847	1859	unknown	unknown	1847	1859	commons	12
O'Gorman Mahon,  (The)	m	The	The	None	O'Gorman Mahon	unknown	the-ogorman-mahon	1803 - 1891	1803	1891	['Ennis', 'Clare', 'Carlow']	[' July 29, 1847 - July  7, 1852', ' May 15, 1879 - November 24, 1885', ' August 24, 1887 - June 15, 1891']	1847	1891	unknown	unknown	1847	1891	commons	15
O'Gorman, Purcell (Mr)	m	Mr	Mr	Purcell	O'Gorman	unknown	mr-purcell-ogorman	1818 - 1888	1818	1888	['Waterford']	[' January 31, 1874 - March 31, 1880']	1874	1880	unknown	unknown	1874	1880	commons	6
O'Grady, James (Mr)	m	Mr	Mr	James	O'Grady	unknown	mr-james-ogrady	1866 - December 10, 1934	1866	1934	['Leeds East', 'Leeds South East']	[' January 12, 1906 - December 14, 1918', ' December 14, 1918 - October 29, 1924']	1906	1924	unknown	unknown	1906	1924	commons	18
O'Grady, Standish (Lieut-Colonel Hon.)	m	Lieut-Colonel Hon.	Lieut-Colonel Hon.	Standish	O'Grady	Viscount Guillamore 1840 - 1848	lieut-colonel-hon-standish-ogrady	1795 - 1848	1795	1848	['Limerick']	[' December 10, 1832 - January  6, 1835']	1832	1835	1840	1848	1832	1848	commons_lords	3
O'Grady, Standish (Mr)	m	Mr	Mr	Standish	O'Grady	unknown	mr-standish-ogrady	December 26, 1792 - July 22, 1848	1792	1848	['Limerick', 'Limerick']	[' March 30, 1820 - June 23, 1826', ' February  2, 1830 - May  3, 1830']	1820	1830	unknown	unknown	1820	1830	commons	6
O'Hagan, Thomas (Mr)	m	Mr	Mr	Thomas	O'Hagan	Baron O'Hagan 1870 - 1885	mr-thomas-ohagan	1812 - 1885	1812	1885	['Tralee']	[' May 15, 1863 - January 31, 1865']	1863	1865	1870	1885	1863	1885	commons_lords	2
O'Halloran, Michael (Mr)	m	Mr	Mr	Michael	O'Halloran	unknown	mr-michael-ohalloran	August 20, 1929 - 1999	1929	1999	['Islington North', 'Islington North', 'Islington North']	[' October 30, 1969 - September  7, 1981', ' September  7, 1981 - February 10, 1983', ' February 10, 1983 - June  9, 1983']	1969	1983	unknown	unknown	1969	1983	commons	14
O'Hanlon, Thomas (Mr)	m	Mr	Mr	Thomas	O'Hanlon	unknown	mr-thomas-ohanlon	1837 - 1897	1837	1897	['Cavan East']	[' November 24, 1885 - July  4, 1892']	1885	1892	unknown	unknown	1885	1892	commons	7
O'Hara, Eddie (Mr)	m	Mr	Mr	Eddie	O'Hara	unknown	mr-eddie-ohara	October  1, 1937 -	1937	unknown	['Knowsley South']	[' September 27, 1990 - ?']	1990	unknown	unknown	unknown	1990	1990	commons	unknown
O'Hara, James (Mr)	m	Mr	Mr	James	O'Hara	unknown	mr-james-ohara	1796 - 1838	1796	1838	['Galway']	[' June 24, 1826 - May  6, 1831']	1826	1831	unknown	unknown	1826	1831	commons	5
O'Hare, Patrick (Mr)	m	Mr	Mr	Patrick	O'Hare	unknown	mr-patrick-ohare	1849 - November  1, 1917	1849	1917	['Monaghan North']	[' January 12, 1906 - June 10, 1907']	1906	1907	unknown	unknown	1906	1907	commons	1
O'Hea, Patrick (Mr)	m	Mr	Mr	Patrick	O'Hea	unknown	mr-patrick-ohea	1848 - 1925	1848	1925	['Donegal West']	[' November 24, 1885 - May 29, 1890']	1885	1890	unknown	unknown	1885	1890	commons	5
O'Higgins, Brian (Mr)	m	Mr	Mr	Brian	O'Higgins	unknown	mr-brian-ohiggins	1882 - March 10, 1963	1882	1963	['Clare West']	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Higgins, Kevin (Mr)	m	Mr	Mr	Kevin	O'Higgins	unknown	mr-kevin-ohiggins	1892 - July 10, 1927	1892	1927	"[""Queen's County""]"	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Keefe, Francis (Mr)	m	Mr	Mr	Francis	O'Keefe	unknown	mr-francis-okeefe	1856 - April 21, 1909	1856	1909	['Limerick', 'Limerick', 'Limerick']	[' April 17, 1888 - July  4, 1892', ' July  4, 1892 - July 13, 1895', ' September 11, 1895 - October  1, 1900']	1888	1900	unknown	unknown	1888	1900	commons	12
O'Keefe, John (Mr)	m	Mr	Mr	John	O'Keefe	unknown	mr-john-okeefe	1827 - 1877	1827	1877	['Dungarvan']	[' January 31, 1874 - June 10, 1877']	1874	1877	unknown	unknown	1874	1877	commons	3
O'Keefe, Patrick (Mr)	m	Mr	Mr	Patrick	O'Keefe	unknown	mr-patrick-okeefe	 -	unknown	unknown	['Cork North']	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Kelly, Conor (Mr)	m	Mr	Mr	Conor	O'Kelly	unknown	mr-conor-okelly	1873 -	1873	unknown	['Mayo North']	[' October  1, 1900 - January 15, 1910']	1900	1910	unknown	unknown	1900	1910	commons	10
O'Kelly, Edward (Mr)	m	Mr	Mr	Edward	O'Kelly	unknown	mr-edward-okelly	1846 - July 22, 1914	1846	1914	['Wicklow East', 'Wicklow West']	[' April 26, 1895 - July 13, 1895', ' March 29, 1910 - July 22, 1914']	1895	1914	unknown	unknown	1895	1914	commons	4
O'Kelly, James (Mr)	m	Mr	Mr	James	O'Kelly	unknown	mr-james-okelly	1845 - December 22, 1916	1845	1916	['Roscommon', 'Roscommon North', 'Roscommon North']	[' March 31, 1880 - November 24, 1885', ' November 24, 1885 - July  4, 1892', ' July 13, 1895 - December 22, 1916']	1880	1916	unknown	unknown	1880	1916	commons	33
O'Kelly, John (Mr)	m	Mr	Mr	John	O'Kelly	unknown	mr-john-okelly	1872 - March 26, 1957	1872	1957	['Louth']	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Kelly, Sean (Mr)	m	Mr	Mr	Sean	O'Kelly	unknown	mr-sean-okelly	1882 - November 23, 1966	1882	1966	['Dublin College Green']	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Leary, Daniel (Mr)	m	Mr	Mr	Daniel	O'Leary	unknown	mr-daniel-oleary	1875 - December 23, 1954	1875	1954	['Cork West']	[' November 16, 1916 - December 14, 1918']	1916	1918	unknown	unknown	1916	1918	commons	2
O'Leary, William (Dr)	m	Dr	Dr	William	O'Leary	unknown	dr-william-oleary	1839 - 1880	1839	1880	['Drogheda']	[' January 31, 1874 - February 15, 1880']	1874	1880	unknown	unknown	1874	1880	commons	6
O'Loghlen, Bryan (Sir)	m	Sir	Sir	Bryan	O'Loghlen	unknown	sir-bryan-ologhlen	1828 - October 31, 1905	1828	1905	['Clare']	[' August 13, 1877 - May 14, 1879']	1877	1879	unknown	unknown	1877	1879	commons	2
O'Loghlen, Colman (Sir)	m	Sir	Sir	Colman	O'Loghlen	unknown	sir-colman-ologhlen	1819 - 1877	1819	1877	['Clare', 'Clare']	[' August  3, 1863 - January 31, 1874', ' January 31, 1874 - July 22, 1877']	1863	1877	unknown	unknown	1863	1877	commons	14
O'Loghlen, Michael (Mr)	m	Mr	Mr	Michael	O'Loghlen	unknown	mr-michael-ologhlen	1789 - 1842	1789	1842	['Dungarvan']	[' January  6, 1835 - February 15, 1837']	1835	1837	unknown	unknown	1835	1837	commons	2
O'Mahony, John (Mr)	m	Mr	Mr	John	O'Mahony	unknown	mr-john-omahony	1864 - November 28, 1934	1864	1934	['Fermanagh South']	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Maille, Padraic (Mr)	m	Mr	Mr	Padraic	O'Maille	unknown	mr-padraic-omaille	1878 - January 19, 1946	1878	1946	['Galway Connemara']	[' December 14, 1918 - November 15, 1922']	1918	1922	unknown	unknown	1918	1922	commons	4
O'Malley, Brian (Mr)	m	Mr	Mr	Brian	O'Malley	unknown	mr-brian-omalley	January 22, 1930 - April  6, 1976	1930	1976	['Rotherham']	[' March 28, 1963 - April  6, 1976']	1963	1976	unknown	unknown	1963	1976	commons	13
O'Malley, William (Mr)	m	Mr	Mr	William	O'Malley	unknown	mr-william-omalley	1857 - 1939	1857	1939	['Galway Connemara', 'Galway Connemara']	[' July 13, 1895 - October  1, 1900', ' October  1, 1900 - December 14, 1918']	1895	1918	unknown	unknown	1895	1918	commons	23
O'Mara, James (Mr)	m	Mr	Mr	James	O'Mara	unknown	mr-james-omara	1873 - November 21, 1948	1873	1948	['Kilkenny South', 'Kilkenny South']	[' October  1, 1900 - July  1, 1907', ' December 14, 1918 - November 15, 1922']	1900	1922	unknown	unknown	1900	1922	commons	11
O'Mara, Stephen (Mr)	m	Mr	Mr	Stephen	O'Mara	unknown	mr-stephen-omara	1844 - July 26, 1926	1844	1926	"[""Queen's County Ossory""]"	[' February 12, 1886 - July  1, 1886']	1886	1886	unknown	unknown	1886	1886	commons	0
O'Neill, Arthur (Hon.)	m	Hon.	Hon.	Arthur	O'Neill	unknown	hon-arthur-oneill	1876 - November  4, 1914	1876	1914	['Antrim Mid']	[' January 15, 1910 - November  4, 1914']	1910	1914	unknown	unknown	1910	1914	commons	4
O'Neill, Charles (Dr)	m	Dr	Dr	Charles	O'Neill	unknown	dr-charles-oneill	1849 - January 14, 1918	1849	1918	['Armagh South']	[' November  5, 1909 - January 14, 1918']	1909	1918	unknown	unknown	1909	1918	commons	9
O'Neill, Edward (Hon.)	m	Hon.	Hon.	Edward	O'Neill	Baron O'Neill 1883 - November 19, 1928	hon-edward-oneill	1839 - November 19, 1928	1839	1928	['Antrim']	[' May  6, 1863 - March 31, 1880']	1863	1880	1883	1928	1863	1928	commons_lords	17
O'Neill, Hugh (Hon.)	m	Hon.	Hon.	Hugh	O'Neill	Baron Rathcavan 1953 - 1982	hon-hugh-oneill	1883 - 1982	1883	1982	['Antrim Mid', 'Antrim', 'Antrim North']	[' February 17, 1915 - November 15, 1922', ' November 15, 1922 - February 23, 1950', ' February 23, 1950 - October  8, 1952']	1915	1952	1953	1982	1915	1982	commons_lords	37
O'Neill, Hugh (Mr)	m	Mr	Mr	Hugh	O'Neill	Lord Rathcavan December 30, 1994 - November 11, 1999	mr-hugh-oneill	June 14, 1939 -	1939	unknown	['unknown']	['unknown']	unknown	unknown	1994	1999	1994	1999	lords	unknown
O'Neill, John (Hon.)	m	Hon.	Hon.	John	O'Neill	Viscount O'Neill 1841 - 1855	hon-john-oneill	1780 - 1855	1780	1855	['Antrim', 'Antrim']	[' July 19, 1802 - October 21, 1812', ' December 10, 1832 - March 25, 1841']	1802	1841	1841	1855	1802	1855	commons_lords	19
O'Neill, John (Mr)	m	Mr	Mr	John	O'Neill	unknown	mr-john-oneill	1888 - April 20, 1953	1888	1953	['Lancaster']	[' December  6, 1923 - October 29, 1924']	1923	1924	unknown	unknown	1923	1924	commons	1
O'Neill, John (Mr)	m	Mr	Mr	John	O'Neill	unknown	mr-john-oneill-1	1799 -	1799	unknown	['Kingston upon Hull']	[' June 10, 1826 - July 30, 1830']	1826	1830	unknown	unknown	1826	1830	commons	4
O'Neill, Martin (Mr)	m	Mr	Mr	Martin	O'Neill	Baron O'Neill of Clackmannan 2005 -	mr-martin-oneill	January  6, 1945 -	1945	unknown	['Stirlingshire East and Clackmannan', 'Clackmannan', 'Ochil']	[' May  3, 1979 - June  9, 1983', ' June  9, 1983 - May  1, 1997', ' May  1, 1997 - May  5, 2005']	1979	2005	2005	unknown	1979	2005	commons_lords	26
O'Neill, Michael (Mr)	m	Mr	Mr	Michael	O'Neill	unknown	mr-michael-oneill	October  7, 1910 - October  4, 1976	1910	1976	['Mid-Ulster']	[' October 25, 1951 - May 26, 1955']	1951	1955	unknown	unknown	1951	1955	commons	4
O'Neill, Onora (Ms)	f	Ms	Ms	Onora	O'Neill	Baroness O'Neill of Bengarve February 25, 1999 -	ms-onora-oneill	August 23, 1941 -	1941	unknown	['unknown']	['unknown']	unknown	unknown	1999	unknown	1999	1999	lords	unknown
O'Neill, Phelim (Mr)	m	Mr	Mr	Phelim	O'Neill	Baron Rathcavan 1982 - 1994	mr-phelim-oneill	November  2, 1909 - 1994	1909	1994	['Antrim North']	[' October 27, 1952 - October  8, 1959']	1952	1959	1982	1994	1952	1994	commons_lords	7
O'Neill, Raymond (Mr)	m	Mr	Mr	Raymond	O'Neill	Lord O'Neill October  1, 1944 - November 11, 1999	mr-raymond-oneill	September  1, 1933 -	1933	unknown	['unknown']	['unknown']	unknown	unknown	1944	1999	1944	1999	lords	unknown
O'Neill, Robert (Hon.)	m	Hon.	Hon.	Robert	O'Neill	unknown	hon-robert-oneill	1845 - July 25, 1910	1845	1910	['Antrim Mid']	[' November 24, 1885 - January 15, 1910']	1885	1910	unknown	unknown	1885	1910	commons	25
O'Neill, Terence (Mr)	m	Mr	Mr	Terence	O'Neill	Lord O'Neill of the Maine January 23, 1970 - June 12, 1990	mr-terence-oneill	September 10, 1914 - June 12, 1990	1914	1990	['unknown']	['unknown']	unknown	unknown	1970	1990	1970	1990	lords	unknown
O'Neill, William (Mr)	m	Mr	Mr	William	O'Neill	Baron O'Neill April 18, 1868 - April 18, 1883	mr-william-oneill	 - April 18, 1883	unknown	1883	['unknown']	['unknown']	unknown	unknown	1868	1883	1868	1883	lords	unknown
O'Reilly, Myles (Major)	m	Major	Major	Myles	O'Reilly	unknown	major-myles-oreilly	1825 - 1880	1825	1880	['Longford']	[' March  7, 1862 - March 31, 1879']	1862	1879	unknown	unknown	1862	1879	commons	17
O'Reilly, William (Mr)	m	Mr	Mr	William	O'Reilly	unknown	mr-william-oreilly	 - 1844	unknown	1844	['Dundalk']	[' December 10, 1832 - January  6, 1835']	1832	1835	unknown	unknown	1832	1835	commons	3
O'Shaughnessy, Patrick (Mr)	m	Mr	Mr	Patrick	O'Shaughnessy	unknown	mr-patrick-oshaughnessy	1872 - December 29, 1920	1872	1920	['Limerick West']	[' October  1, 1900 - December 14, 1918']	1900	1918	unknown	unknown	1900	1918	commons	18
O'Shaughnessy, Richard (Mr)	m	Mr	Mr	Richard	O'Shaughnessy	unknown	mr-richard-oshaughnessy	1842 - 1918	1842	1918	['Limerick']	[' January 31, 1874 - November 15, 1883']	1874	1883	unknown	unknown	1874	1883	commons	9
O'Shea, William (Mr)	m	Mr	Mr	William	O'Shea	unknown	mr-william-oshea	1840 - 1905	1840	1905	['Clare', 'Galway']	[' March 31, 1880 - November 24, 1885', ' February 11, 1886 - July  1, 1886']	1880	1886	unknown	unknown	1880	1886	commons	5
O'Sullivan, Eugene (Mr)	m	Mr	Mr	Eugene	O'Sullivan	unknown	mr-eugene-osullivan	1879 - May 19, 1942	1879	1942	['Kerry East']	[' January 15, 1910 - December  3, 1910']	1910	1910	unknown	unknown	1910	1910	commons	0
O'Sullivan, Timothy (Mr)	m	Mr	Mr	Timothy	O'Sullivan	unknown	mr-timothy-osullivan	1879 - August 15, 1950	1879	1950	['Kerry East']	[' December  3, 1910 - December 14, 1918']	1910	1918	unknown	unknown	1910	1918	commons	8
O'Sullivan, William (Mr)	m	Mr	Mr	William	O'Sullivan	unknown	mr-william-osullivan	1829 - 1887	1829	1887	['Limerick']	[' January 31, 1874 - November 24, 1885']	1874	1885	unknown	unknown	1874	1885	commons	11
Oakes, Gordon (Mr)	m	Mr	Mr	Gordon	Oakes	unknown	mr-gordon-oakes	June 22, 1931 - August 14, 2005	1931	2005	['Bolton West', 'Widnes', 'Halton']	[' October 15, 1964 - June 18, 1970', ' September 23, 1971 - June  9, 1983', ' June  9, 1983 - May  1, 1997']	1964	1997	unknown	unknown	1964	1997	commons	32
Oakes, James (Mr)	m	Mr	Mr	James	Oakes	unknown	mr-james-oakes	1821 - 1901	1821	1901	['Bury St Edmunds']	[' December  4, 1852 - March 27, 1857']	1852	1857	unknown	unknown	1852	1857	commons	5
Oakeshott, Matthew (Mr)	m	Mr	Mr	Matthew	Oakeshott	Lord Oakeshott of Seagrove Bay May  1, 2000 -	mr-matthew-oakeshott	January 10, 1947 -	1947	unknown	['unknown']	['unknown']	unknown	unknown	2000	unknown	2000	2000	lords	unknown
Oakley, Thomas (Mr)	m	Mr	Mr	Thomas	Oakley	unknown	mr-thomas-oakley	1879 - April  4, 1936	1879	1936	['Wrekin, The']	[' October 29, 1924 - May 30, 1929']	1924	1929	unknown	unknown	1924	1929	commons	5
Oakshott, Hendrie (Mr)	m	Mr	Mr	Hendrie	Oakshott	Baron Oakshott 1964 - February  1, 1975	mr-hendrie-oakshott	November  8, 1904 - February  1, 1975	1904	1975	['Bebington']	[' February 23, 1950 - August 31, 1964']	1950	1964	1964	1975	1950	1975	commons_lords	14
Oaten, Mark (Mr)	m	Mr	Mr	Mark	Oaten	unknown	mr-mark-oaten	March  8, 1964 -	1964	unknown	['Winchester', 'Winchester']	[' May  1, 1997 - October  6, 1997', ' November 20, 1997 - ?']	1997	unknown	unknown	unknown	1997	1997	commons	unknown
Oddy, John (Mr)	m	Mr	Mr	John	Oddy	unknown	mr-john-oddy	1867 - February 20, 1921	1867	1921	['Pudsey']	[' June 20, 1908 - January 15, 1910']	1908	1910	unknown	unknown	1908	1910	commons	2
Odey, George (Mr)	m	Mr	Mr	George	Odey	unknown	mr-george-odey	April 21, 1900 - 1985	1900	1985	['Howdenshire', 'Beverley']	[' November 27, 1947 - February 23, 1950', ' February 23, 1950 - May 26, 1955']	1947	1955	unknown	unknown	1947	1955	commons	8
Ogden, Eric (Mr)	m	Mr	Mr	Eric	Ogden	unknown	mr-eric-ogden	August 23, 1923 - 1997	1923	1997	['Liverpool West Derby', 'Liverpool West Derby']	[' October 15, 1964 - October 29, 1981', ' October 29, 1981 - June  9, 1983']	1964	1983	unknown	unknown	1964	1983	commons	19
Ogden, Frederick (Mr)	m	Mr	Mr	Frederick	Ogden	unknown	mr-frederick-ogden	1871 - April 24, 1933	1871	1933	['Pudsey']	[' January 15, 1910 - December 14, 1918']	1910	1918	unknown	unknown	1910	1918	commons	8
Ogilvie-Grant, Francis (Hon.)	m	Hon.	Hon.	Francis	Ogilvie-Grant	6th Earl Seafield 1840 - 1853	hon-francis-ogilvie-grant	1778 - 1853	1778	1853	['Elgin District of Burghs', 'Inverness District of Burghs', 'Elginshire', 'Elginshire and Nairnshire']	[' July 30, 1802 - November 27, 1806', ' November 24, 1806 - May 30, 1807', ' May 26, 1807 - December 10, 1832', ' December 10, 1832 - April 24, 1840']	1802	1840	1840	1853	1802	1853	commons_lords	38
Ogilvie-Grant, Francis (Mr)	m	Mr	Mr	Francis	Ogilvie-Grant	unknown	mr-francis-ogilvie-grant	1814 - 1840	1814	1840	['Inverness-shire']	[' June 12, 1838 - March 11, 1840']	1838	1840	unknown	unknown	1838	1840	commons	2
Ogilvie-Grant, Ian (Mr)	m	Mr	Mr	Ian	Ogilvie-Grant	Earl of Seafield September 30, 1969 - November 11, 1999	mr-ian-ogilvie-grant	March 20, 1939 -	1939	unknown	['unknown']	['unknown']	unknown	unknown	1969	1999	1969	1999	lords	unknown
Ogilvy, David (Mr)	m	Mr	Mr	David	Ogilvy	Earl of Airlie July 31, 1963 - December 28, 1968	mr-david-ogilvy-1	July 18, 1893 - December 28, 1968	1893	1968	['unknown']	['unknown']	unknown	unknown	1963	1968	1963	1968	lords	unknown
Ogilvy, David (Mr)	m	Mr	Mr	David	Ogilvy	Earl of Airlie December 28, 1968 - November 11, 1999	mr-david-ogilvy	May 17, 1926 -	1926	unknown	['unknown']	['unknown']	unknown	unknown	1968	1999	1968	1999	lords	unknown
Ogilvy, Donald (Mr)	m	Mr	Mr	Donald	Ogilvy	unknown	mr-donald-ogilvy	May  1, 1788 - December 30, 1863	1788	1863	['Forfarshire']	[' October  3, 1831 - January 31, 1832']	1831	1832	unknown	unknown	1831	1832	commons	1
Ogilvy, John (Sir)	m	Sir	Sir	John	Ogilvy	unknown	sir-john-ogilvy	1803 - 1890	1803	1890	['Dundee']	[' March 27, 1857 - January 31, 1874']	1857	1874	unknown	unknown	1857	1874	commons	17
Ogilvy, William (Mr)	m	Mr	Mr	William	Ogilvy	unknown	mr-william-ogilvy	1794 - April 10, 1871	1794	1871	['Perth']	[' March 28, 1831 - May 23, 1831']	1831	1831	unknown	unknown	1831	1831	commons	0
Oglander, William (Sir)	m	Sir	Sir	William	Oglander	unknown	sir-william-oglander	September 13, 1769 - January 17, 1852	1769	1852	['Bodmin']	[' May  9, 1807 - July  1, 1812']	1807	1812	unknown	unknown	1807	1812	commons	5
Ogle, Charles (Sir)	m	Sir	Sir	Charles	Ogle	unknown	sir-charles-ogle	May 24, 1775 - June 16, 1858	1775	1858	['Portarlington']	[' August  6, 1830 - May  7, 1831']	1830	1831	unknown	unknown	1830	1831	commons	1
Ogle, Henry (Mr)	m	Mr	Mr	Henry	Ogle	unknown	mr-henry-ogle	1762 - February 18, 1823	1762	1823	['Drogheda', 'Drogheda']	[' November 14, 1806 - May 28, 1807', ' October 21, 1812 - March 22, 1820']	1806	1820	unknown	unknown	1806	1820	commons	9
Ogle, Saville (Mr)	m	Mr	Mr	Saville	Ogle	unknown	mr-saville-ogle	1811 - 1854	1811	1854	['Northumberland Southern']	[' June 29, 1841 - July  7, 1852']	1841	1852	unknown	unknown	1841	1852	commons	11
Oldfield, John (Mr)	m	Mr	Mr	John	Oldfield	unknown	mr-john-oldfield	1900 -	1900	unknown	['Essex South Eastern']	[' May 30, 1929 - October 27, 1931']	1929	1931	unknown	unknown	1929	1931	commons	2
Oldfield, William (Mr)	m	Mr	Mr	William	Oldfield	unknown	mr-william-oldfield	1881 - November 16, 1961	1881	1961	['Manchester Gorton']	[' March 11, 1942 - May 26, 1955']	1942	1955	unknown	unknown	1942	1955	commons	13
Oldroyd, Mark (Mr)	m	Mr	Mr	Mark	Oldroyd	unknown	mr-mark-oldroyd	1843 - July  5, 1927	1843	1927	['Dewsbury']	[' November 16, 1888 - January 13, 1902']	1888	1902	unknown	unknown	1888	1902	commons	14
Oliphant, Laurence (Mr)	m	Mr	Mr	Laurence	Oliphant	unknown	mr-laurence-oliphant-1	1791 - 1862	1791	1862	['Perth']	[' December 10, 1832 - July 24, 1837']	1832	1837	unknown	unknown	1832	1837	commons	5
Oliphant, Laurence (Mr)	m	Mr	Mr	Laurence	Oliphant	unknown	mr-laurence-oliphant	1829 - 1888	1829	1888	['Stirling District of Burghs']	[' July 11, 1865 - April 29, 1868']	1865	1868	unknown	unknown	1865	1868	commons	3
Oliveira, Benjamin (Mr)	m	Mr	Mr	Benjamin	Oliveira	unknown	mr-benjamin-oliveira	1806 - 1865	1806	1865	['Pontefract']	[' July  7, 1852 - March 27, 1857']	1852	1857	unknown	unknown	1852	1857	commons	5
Oliver, Charles (Mr)	m	Mr	Mr	Charles	Oliver	unknown	mr-charles-oliver	1763 - October 10, 1817	1763	1817	['Limerick']	[' July 22, 1802 - November 22, 1806']	1802	1806	unknown	unknown	1802	1806	commons	4
Oliver, George (Mr)	m	Mr	Mr	George	Oliver	unknown	mr-george-oliver	1888 - 1984	1888	1984	['Ilkeston', 'Ilkeston']	[' November 15, 1922 - October 27, 1931', ' November 14, 1935 - October 15, 1964']	1922	1964	unknown	unknown	1922	1964	commons	38
Oliver, John (Mr)	m	Mr	Mr	John	Oliver	Lord Bishop of Hereford September 30, 1996 - November 30, 2003	mr-john-oliver	April 14, 1935 -	1935	unknown	['unknown']	['unknown']	unknown	unknown	1996	2003	1996	2003	lords	unknown
Oliver, Laurence (Mr)	m	Mr	Mr	Laurence	Oliver	Lord Olivier March  5, 1971 - July 11, 1989	mr-laurence-oliver	May 22, 1907 - July 11, 1989	1907	1989	['unknown']	['unknown']	unknown	unknown	1971	1989	1971	1989	lords	unknown
Oliver, Peter (Mr)	m	Mr	Mr	Peter	Oliver	Lord Oliver of Aylmerton January 31, 1986 - October 17, 2007	mr-peter-oliver	March  7, 1921 - October 17, 2007	1921	2007	['unknown']	['unknown']	unknown	unknown	1986	2007	1986	2007	lords	unknown
Oliver, Philip (Mr)	m	Mr	Mr	Philip	Oliver	unknown	mr-philip-oliver	1884 - April 12, 1954	1884	1954	['Manchester Blackley', 'Manchester Blackley']	[' December  6, 1923 - October 29, 1924', ' May 30, 1929 - October 27, 1931']	1923	1931	unknown	unknown	1923	1931	commons	3
Olivier, Sydney (Mr)	m	Mr	Mr	Sydney	Olivier	Baron Olivier February  9, 1924 - February 15, 1943	mr-sydney-olivier	April 16, 1859 - February 15, 1943	1859	1943	['unknown']	['unknown']	unknown	unknown	1924	1943	1924	1943	lords	unknown
Olner, Bill (Mr)	m	Mr	Mr	Bill	Olner	unknown	mr-bill-olner	May  9, 1942 -	1942	unknown	['Nuneaton']	[' April  9, 1992 - ?']	1992	unknown	unknown	unknown	1992	1992	commons	unknown
